NO,Brand,Nama Product,Category,Skin Type,Ingredients, Price ,SPF,Bentuk,ukuran (dalam ml atau gr), harga/ukuran ,Link,,,,,,,,,,,Sensitive,2,0
21,AVOSKIN,Sunscreen Avoskin The Great Shield SPF 50 PA++++ 5ml-Kulit Berminyak,Sunscreen,oily,"Water, Butyloctyl Salicylate, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Nylon-12, Dibutyl Adipate, Phenethyl Benzoate, Ethylhexyl Triazone, Polysilicone-15, Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine, Silica, Polyglyceryl-6 Stearate, Terephthalylidene Dicamphor Sulfonic Acid, 1,2-Hexanediol, C20-22 Alkyl Phosphate, Tromethamine, Caprylic/Capric Triglyceride, C20-22 Alcohols, Hydroxyacetophenone, Sodium Polyacryloyldimethyl Taurate, Polyacrylate Crosspolymer-6, Hydrogenated C6-20 Polyolefin, Butylene Glycol, PVP, Polyglyceryl-6 Behenate, Sodium Hyaluronate, 3-O-Ethyl Ascorbic Acid, Allantoin, HDI/Trimethylol Hexyllactone Crosspolymer, Anthemis Nobilis Flower Extract, t-Butyl Alcohol."," Rp 57,000.00 ",50,Gel,5," Rp 11,400.00 ",https://shopee.co.id/Sunscreen-Avoskin-The-Great-Shield-SPF-50-PA-5ml-Kulit-Berminyak-i.154494405.5659672032?keyword=sunscreen&shop=154494405,5 ML,,,,,,,,,,,,
22,AVOSKIN,Sunscreen Avoskin Your Skin Bae Shield of Sun SPF 50 PA++++,Sunscreen,normal,"Water, Butyloctyl Salicylate, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Dibutyl Adipate, Phenethyl Benzoate, Ethylhexyl Triazone, Polysilicone-15 Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine, Diphenylsiloxy Phenyl Trimethicone, Polyglyceryl-6 Stearate, Terephthalylidene Dicamphor Sulfoni Acid, Nylon-12, 1,2-Hexanediol, C20-22 Alkyl Phosphate, Tromethamine, Caprylic/Capric Triglyceride, C20-22 Alcohols, Hydroxyacetophenone, Sodium Polyacryloyldimethyl Taurate, Polyacrylate Crosspolymer-6, Hydrogenated C6-20 Polyolefin, Butylene Glycol, PVP, Polyglyceryl-6 Behenate, Sodium Hyaluronate, 3-O-Ethyl Ascorbic Acid, Allantoin, HDI/Trimethylol Hexyllactone Crosspolymer, Anthemis Nobilis Flower Extract."," Rp 41,000.00 ",50,Gel,5," Rp 8,200.00 ",https://shopee.co.id/-CLEARANCE-SALE-Travel-Sunscreen-Avoskin-Your-Skin-Bae-Shield-of-Sun-SPF-50-PA-5ml-ED-06-25-i.154494405.22764718219?sp_atk=a1394d6a-2c28-4baa-b0ce-bf9931f1e488&xptdk=a1394d6a-2c28-4baa-b0ce-bf9931f1e488,,,,,,,,,,,,,
23,AVOSKIN,Sunscreen Avoskin Your Skin Bae Shield of Sun SPF 50 PA++++,Sunscreen,normal,"Water, Butyloctyl Salicylate, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Dibutyl Adipate, Phenethyl Benzoate, Ethylhexyl Triazone, Polysilicone-15 Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine, Diphenylsiloxy Phenyl Trimethicone, Polyglyceryl-6 Stearate, Terephthalylidene Dicamphor Sulfoni Acid, Nylon-12, 1,2-Hexanediol, C20-22 Alkyl Phosphate, Tromethamine, Caprylic/Capric Triglyceride, C20-22 Alcohols, Hydroxyacetophenone, Sodium Polyacryloyldimethyl Taurate, Polyacrylate Crosspolymer-6, Hydrogenated C6-20 Polyolefin, Butylene Glycol, PVP, Polyglyceryl-6 Behenate, Sodium Hyaluronate, 3-O-Ethyl Ascorbic Acid, Allantoin, HDI/Trimethylol Hexyllactone Crosspolymer, Anthemis Nobilis Flower Extract."," Rp 155,000.00 ",50,Gel,30," Rp 5,166.67 ",https://shopee.co.id/-CLEARANCE-SALE-Travel-Sunscreen-Avoskin-Your-Skin-Bae-Shield-of-Sun-SPF-50-PA-5ml-ED-06-25-i.154494405.22764718219?sp_atk=a1394d6a-2c28-4baa-b0ce-bf9931f1e488&xptdk=a1394d6a-2c28-4baa-b0ce-bf9931f1e488,,,,,,,,,,,,,
24,NIVEA,NIVEA SUN Face Serum Extra Protect Aura SPF50+ PA+++,Sunscreen,Dry Skin,"Aqua, homosalate, polymethylsilsesquioxane, butyll methoxydibenzoyl methane, ethylhexyl salicylate, octocrylene, dimethicone, glycerin, phenylbenzimidazole, sulfonic acid, cyclomethicone, alcohol denat, behenyl alcohol, cetearyl alcohol, phenoxyethanol, dimethicone crosspolymer, sodium hydroxide, CI 77891, ethylparaben, methylparaben, sodium steacoyl glutamate, trisodium EDTA, acrylates/C10-30 alkyl acrylate crosspolymer, tocopheryl acetate, xantam gum, mica, sodium chloride, glyceryl glucoside.
"," Rp 54,000.00 ",,,30," Rp 1,800.00 ",https://shopee.co.id/NIVEA-SUN-Face-Serum-Extra-Protect-Aura-SPF50-PA-30ml-Membantu-rona-wajah-tampak-cerah-i.39283823.2236513089?sp_atk=c249cfc2-c1cd-4ada-bd7b-2bbd6caba0fe&xptdk=c249cfc2-c1cd-4ada-bd7b-2bbd6caba0fe,30 ML,,,,,,,,,,,,
25,NIVEA,NIVEA SUN Face Serum Triple Protect Acne Oil Control SPF50+ PA+++,Sunscreen,Acne,"Aqua, Homosalate, Alcohol Denat, Butyl Methoxydibenzoylmethane, Ethylhexyl Salicylate, Octocrylene, Distarch Phosphate, Dimethicone, Phenylbenzimidazole Sulfonic Acid, Behenyl Alcohol, Cetearyl Alcohol, Glycerin, Methylpropanediol, Silica Dimethyl Silylate, Mineral Salts, Carnitine, Glycyrrhiza Inflata Root Extract, Isoamyl Laurate, Sodium Stearoyl Glutamate, Dimethicone Crosspolymer, Carbomer, Acrylates/​C10-30 Alkyl Acrylate Crosspolymer, Xanthan Gum, Silica, Mica, Sodium Hydroxide, Trisodium EDTA, Phenoxyethanol, Ethylhexylglycerin, Sodium Chloride, Parfum, Ci 77891"," Rp 97,100.00 ",,,40," Rp 2,427.50 ",https://shopee.co.id/NIVEA-SUN-Face-Serum-Triple-Protect-Acne-Oil-Control-SPF50-PA-40ml-Untuk-kulit-berjerawat-i.39283823.21020901237?sp_atk=aca46e23-7ae3-4ca5-bdaa-e511ad4073f4&xptdk=aca46e23-7ae3-4ca5-bdaa-e511ad4073f4,40 ML,,,,,,,,,,,,
26,NIVEA,NIVEA SUN Face Serum Extra Protect Oil Control SPF50+ PA+++,Sunscreen,Oily,"Aqua, homosalate, polymethylsilsesquioxane, butyll methoxydibenzoyl methane, ethylhexyl salicylate, octocrylene, alcohol denat, tapioca starch, phenylbenzimidazole, sulfonic acid, cyclomethicone, behenyl alcohol, cetearyl alcohol, methylpropanediol, silica dimethyl silylate, glycerin, phenoxyethanol, carnitine, sodium hydroxide, sodium steacoyl glutamate, ethylhexyglycerin, trisodium EDTA, acrylates/C10-30 alkyl acrylate crosspolymer, carbomer, glycyrrhetinic acid, xantan gum, sodium chloride."," Rp 54,000.00 ",,,30," Rp 1,800.00 ",https://shopee.co.id/NIVEA-SUN-Face-Serum-Extra-Protect-Oil-Control-SPF50-PA-30ml-Mengontrol-minyak-berlebih-i.39283823.2236513091?sp_atk=aa3a536c-2f49-4974-bd17-0d52a0e51002&xptdk=aa3a536c-2f49-4974-bd17-0d52a0e51002,30 ML,,,,,,,,,,,,
27,THE ORIGINOTE,The Originote Ceramella Sunscreen SPF50 PA+++,Sunscreen,normal,"Water, ethylhexyl methoxycinnamate, octocrylene, ethylhexyl salicylate, isododecane, silica, glycerin, propylene glycol, pentylene glycol, bis-ethylhexyloxyphenol methoxyphenyl triazine, cetyl alcohol, phenoxyethanol, polymethylsilsesquioxane, niacinamide, polysorbate 80, panthenol, tremella fuciformis polysaccharide, ethylhexylglycerin, disodium EDTA, zinc oxide, Sodium hyaluronate, Butylene glycol, 3-o-ethyl ascorbic acid, caprylic/capric triglyceride, avena sativa (oat) extract, artemisia argyi leaf extract, hydrogenated lecithin, behenyl alcohol, octyldodecanol, hydroxyacetophenone, ceramide NP, ceramide AP, ceramide NS/ceramide NG, hyaluronic acid, retinol "," Rp 41,000.00 ",50,Gel,50, Rp 820.00 ,https://shopee.co.id/The-Originote-Ceramella-Sunscreen-SPF50-PA-Serum-Sunscreen-untuk-Skin-Barrier-Protect-Melindungi-dari-Sinar-Matahari-with-Ceramide-Vitamin-C-i.710619388.17586667322?sp_atk=2d191aac-e084-494a-ada7-f69dd0e19f30&xptdk=2d191aac-e084-494a-ada7-f69dd0e19f30,,,,,,,,,,,,,
28,THE ORIGINOTE,The Originote Hyalucera Gel Sunscreen SPF 40 PA+++,Sunscreen,normal,"Water, Cyclopentasiloxane, Phenylbenzimidazole Sulfonic Acid, Glycerin, Centella Asiatica Leaf Water, Dimethicone, Tromethamine, Polyphenylsilsesquioxane, Terephthalylidene Dicamphor Sulfonic Acid, Vinyl Dimethicone, Panthenol, PEG/PPG-17/6 Copolymer, Dimethicone/Vinyl Dimethicone Crosspolymer, Glyceryl Glucoside, Dimethicone/PEG-10/15 Crosspolymer, PEG-10 Dimethicone, Hexylene Glycol, Hydroxyacetophenone, Dipotassium Glycyrrhizate, Butylene Glycol, Fragrance(Parfum), Dipropylene Glycol, Sodium Citrate, 1,2-Hexanediol, Tocopherol, Hyaluronic Acid, Ethylhexylglycerin, Hydrolyzed Hyaluronic Acid, Sodium Hyaluronate, Caprylic/Capric Triglyceride, Hydrogenated Lecithin, Chlorella Vulgaris Extract, Ceramide NP"," Rp 23,900.00 ",40,Gel,30, Rp 796.67 ,https://shopee.co.id/The-Originote-Hyalucera-Gel-Sunscreen-SPF-40-PA-Tabir-Surya-untuk-Skin-Barrier-dan-Melindungi-dari-Sinar-Matahari-with-Hyaluronic-Acid-Ceramide-i.710619388.28808859448?sp_atk=d81b325c-a492-4222-b4bb-f941b5b6cb36&xptdk=d81b325c-a492-4222-b4bb-f941b5b6cb36,beda spf,,,,,,,,,,,,
29,SOMETHINC,SOMETHINC Holyshield! UV Watery Sunscreen Gel SPF 50+ PA++++,Sunscreen,normal,"Aqua, Ethylhexyl Methoxycinnamate, Butylene Glycol, Butyl Methoxydibenzoylmethane, Octocrylene, Ammonium Polyacryloyldimethyl Taurate, Polymethylmethacrylate, Phenoxyethanol, Propylene Glycol, Flavour, Triethanolamine, Trimethoxybenzylidene Pentanedione, Polyglyceryl-4 Caprate, Lecithin, Disodium EDTA, Ethylhexylglycerin, Caesalpinia Spinosa Fruit Pod Extract, Helianthus Annuus Sprout Extract, Sodium Benzoate"," Rp 43,159.00 ",50,Gel,15," Rp 2,877.27 ",https://shopee.co.id/-In-Vivo-In-Vitro-Certified-TASYA-FARASYA-APPROVED-SOMETHINC-Holyshield!-UV-Watery-Sunscreen-Gel-SPF-50-PA-Sunscreen-Sensasi-Salju-i.195455930.14483006210?sp_atk=82e52abe-4284-4d9f-8a34-53acb49e0376&xptdk=82e52abe-4284-4d9f-8a34-53acb49e0376,,,,,,,,,,,,,
30,SOMETHINC,SOMETHINC Holyshield! UV Watery Sunscreen Gel SPF 50+ PA++++,Sunscreen,normal,"Aqua, Ethylhexyl Methoxycinnamate, Butylene Glycol, Butyl Methoxydibenzoylmethane, Octocrylene, Ammonium Polyacryloyldimethyl Taurate, Polymethylmethacrylate, Phenoxyethanol, Propylene Glycol, Flavour, Triethanolamine, Trimethoxybenzylidene Pentanedione, Polyglyceryl-4 Caprate, Lecithin, Disodium EDTA, Ethylhexylglycerin, Caesalpinia Spinosa Fruit Pod Extract, Helianthus Annuus Sprout Extract, Sodium Benzoate"," Rp 110,875.00 ",50,Gel,50," Rp 2,217.50 ",https://shopee.co.id/-In-Vivo-In-Vitro-Certified-TASYA-FARASYA-APPROVED-SOMETHINC-Holyshield!-UV-Watery-Sunscreen-Gel-SPF-50-PA-Sunscreen-Sensasi-Salju-i.195455930.14483006210?sp_atk=82e52abe-4284-4d9f-8a34-53acb49e0376&xptdk=82e52abe-4284-4d9f-8a34-53acb49e0376,"50 ML = 105.400

15 ML = 29.400",,,,,,,,,,,,
31,SCARLETT WHITENING,Scarlett Whitening Sunscreen Sun Bright Daily SPF 50 PA+++,Sunscreen,normal,"Aqua, Ethylhexyl Methoxycinnamate, Homosalate, Butylmethoxydibenzoylmethane, Phenylbenzimidazole Sulfonic Acid, Ethylhexyl Salicylate, Octocrylene, Cetearyl Alcohol, Butylene Glycol, Glyserin, Glyceryl Stearate, PEG-100 Stearate, Polyacrylate Crosspolymer-11, Trimethoxybenzylidene Pentanedione, Phenoxyethanol, Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine, Arisaema Amurense Extract, BHT, Bisabolol, Silica, Aloe Barbadensis Leaf Extract, Aminomethyl Propanol, Allantoin, Decyl Glucoside, Panthenol, Glycine Soja Oil, Tocopheryl Acetate, Disodium EDTA, T-Butyl Alcohol, 1,2-Hexanediol, Theobroma Cacoa Seed Extract, 2-Aminobutanol"," Rp 59,000.00 ",50,Gel,50," Rp 1,180.00 ",https://shopee.co.id/Scarlett-Whitening-Sunscreen-Sun-Bright-Daily-SPF-50-PA-Sunblock-Wajah-i.255365082.22718649419?sp_atk=221d7ba9-fd32-4365-917a-303b66ec028a&xptdk=221d7ba9-fd32-4365-917a-303b66ec028a,,,,,,,,,,,,,
32,SCARLETT WHITENING,Scarlett Whitening Ultra Light Daily Sunscreen SPF 50+ PA++++,Sunscreen,oily,"Water, Ethylhexyl Methoxycinnamate, Glyserin, Butylmethoxydibenzoylmethane, Niacinamide, Silica, Polymethyl Methacrylate, Octocrylene, Propanediol, Panthenol, Butylene Glycol, Ammonium Acryloyldimethyl Taurate Vp Copolymer, Allantoin, Phenoxyethanol, Caprylyl Glycol, Xanthan Gum, Theobroma Cacao Seed Extract, 1,2-Hexanediol, Sodium Hyaluronate, Hyaluronic Acid, Hydrolyzed Hyaluronic Acid, Titanium Dioxide, Hydroxypropyltrimonium Hyaluronate, Hydrolyzed Sodium Hyaluronate, Sodium Acetylated Hyaluronate, PEG-9 Diglycidyl Ether/​Sodium Hyaluronate Crosspolymer, Potassium Hyaluronate, Aluminium Hydroxide, Stearic Acid, Ceteareth-25, Cetyl Alcohol, Behenic Acid, Ceramide NP, Cholesterol, Ceramide NS, Ethylhexylglycerin, Ceramide EOP, Ceramide AP, Copper Tripeptide-1, Ceramide EOS, Dimethylsilanol Hyaluronate, Acetyl Hexapeptide-8, Caprooyl Phytosphingosine, Caprooyl Sphingosine, Sodium Benzoate"," Rp 59,000.00 ",50,Gel,50," Rp 1,180.00 ",https://shopee.co.id/-Oily-Skin-Friendly-Scarlett-Whitening-Ultra-Light-Daily-Sunscreen-SPF-50-PA-Water-Based-Meresap-20an-Detik-(Super-Ringan)-dengan-7X-Ceramide-9X-Hyaluronic-Acid-No-Whitecast-i.255365082.23754646706?sp_atk=75d75729-4c31-4edf-b21d-879ad44acc25&xptdk=75d75729-4c31-4edf-b21d-879ad44acc25,50 ml,,,,,,,,,,,,
33,CETAPHIL,Cetaphil UVA/UVB Defense sunscreen SPF50+ PA++++,Sunscreen,sensitive," Octyl Salicylate, Titanium Dioxide, Butyl Methoxydibenzoylmethane, Ecamsule, Bemotrizinol, Octocrylene, Ethylhexyl Triazone, Drometrizole Trisiloxane
Inactive Ingredients: Water, C12-15 Alkyl Benzoate, Glycerin, Propylene Glycol, Cyclomethicone, Stearic Acid, Glyceryl Stearate, PEG-100 Stearate, Potassium Cetyl Phosphate, Dimethicone, Liquid Paraffin, Myristyl Myristate, Methyl Methacrylate Crosspolymer, Nylon-12, Trolamine, Ammonium Polyacryloyldimethyl Taurate, Aluminum Hydroxide, Stearyl Alcohol, Tocopherol, Hydrogenated Soybean Oil, Disodium Edetate, Hypromellose, Sodium Chloride, Phenoxyethanol, Methyl Hydroxybenzoate, Ethyl Hydroxybenzoate, Propyl Hydroxybenzoate"," Rp 85,000.00 ",50,Gel,50," Rp 1,700.00 ",https://shopee.co.id/Cetaphil-UVA-UVB-Defense-sunscreen-SPF50-PA-50ml-Sunblock-untuk-Perawatan-Wajah-i.792542156.28808052152?sp_atk=a0af2123-a37b-4840-8a0f-cec6f34f4158&xptdk=a0af2123-a37b-4840-8a0f-cec6f34f4158,50 ML,,,,,,,,,,,,
34,BIORE,Biore UV Aqua Rich Sunscreen Glowing Natural Light Up Essence SPF 50 PA++++,Sunscreen,oily,"Water, Ethylhexyl Methoxycinnamate, Ethanol, BG, Isopropyl Palmitate, Titanium Oxide, Bisethylhexyloxyphenol Methoxyphenyl Triazine, Ethylhexyl Triazone, Dimethicone Crosspolymer (Lauryl Methacrylate /​ Na Methacrylate), Hydrogenated Polyisobutene, Diethylaminohydroxy Hexyl Benzoyl Benzoate, Silica, Hydrous Silica, Mica, Dextrin Palmitate, Dipentaerythrityl Tri-Polyhydroxystearate, (Acrylate /​ Alkyl Acrylate (C10-30)) Crosspolymer, Triethoxycaprylylsilane, Cetanol, Glyceryl Stearate, Hydroxyethyl Cellulose, Polysorbate 60, Polysilicone-9, Al Hydroxide, K Hydroxide, Royal Jelly Extract, Na Hyaluronate, Tin Oxide, Phenoxyethanol, Methylparaben, EDTA 2Na, BHT, Fragrance
"," Rp 77,000.00 ",50,Gel,70," Rp 1,100.00 ",https://shopee.co.id/Biore-UV-Aqua-Rich-Sunscreen-Glowing-Natural-Light-Up-Essence-SPF-50-PA-70g-menyegarkan-dan-tidak-berminyak-i.1386701123.28517567896?sp_atk=74a6ede0-d36f-45f3-ba91-356f6fd251a0&xptdk=74a6ede0-d36f-45f3-ba91-356f6fd251a0,70ML,,,,,,,,,,,,
35,BIORE,Biore UV Aqua Rich Watery Essence with Micro Defense SPF 50+ PA++++,Sunscreen,dry skin,"Water, Alcohol, Ethylhexyl Methoxycinnamate, Ethylhexyl Triazone, Isopropyl Palmitate, Lauryl Methacrylate/​Sodium Methacrylate Crosspolymer, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Hydrogenated Polyisobutene, Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine, Dextrin Palmitate, Butylene Glycol, Xylitol, Acrylates/​C10-30 Alkyl Acrylate Crosspolymer, Dimethicone, C12-15 Alkyl Benzoate, Glycerin, Propanediol, Glyceryl Stearate, Glyceryl Behenate, Vinyl Dimethicone/​Methicone Silsesquioxane Crosspolymer, Potassium Hydroxide, Cetyl Alcohol, Agar, Sorbitan Distearate, Isoceteth-20, Polyvinyl Alcohol, Dimethicone/​Vinyl Dimethicone Crosspolymer, Stearoyl Glutamic Acid, Arginine, Disodium EDTA, Fragrance, BHT, Sodium Hydroxide, Tocopherol, Royal Jelly Extract, Sodium Hyaluronate, Phenoxyethanol, Methylparaben"," Rp 66,900.00 ",50,Gel,50," Rp 1,338.00 ",https://shopee.co.id/Biore-UV-Aqua-Rich-Watery-Essence-Sunscreen-Sun-screen-Sunblock-SPF-50-PA-Waterproof-50GR-Double-UV-Filter-Melembabkan-kulit-Anti-Jerawat-Anti-Alergi-Made-in-Japan-i.36092728.624582458?sp_atk=46d131e2-7f51-434a-b9a8-f9f9fedc2a71&xptdk=46d131e2-7f51-434a-b9a8-f9f9fedc2a71,50 ML,,,,,,,,,,,,
36,BIORE,Biore UV Fresh & Bright Oil Control Skin Care Sunscreen Sun screen Sunblock Cream SPF 50 PA++++,Sunscreen,oily,"Water, Alcohol Denat, Zinc Oxide (Nano), Ethylhexyl Methoxycinnamate, Ethylhexyl Triazone, Sorbitan Sesquioleate, Neopentyl Glycol Dicaprate, Neopentyl Glycol Diethylhexanoate, Butylene Glycol, Niacinamide, Behenyl Alcohol, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Sodium Acrylate/​Sodium Acryloyldimethyl Taurate Copolymer, Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine, Isohexadecane, Triethoxycaprylylsilane, Polysorbate 60, Polysorbate 80, Xanthan Gum, Disodium EDTA, Tocopheryl Acetate, BHT, Tocopherol"," Rp 24,900.00 ",50,Gel,30, Rp 830.00 ,https://shopee.co.id/Biore-UV-Fresh-Bright-Oil-Control-Skin-Care-Sunscreen-Sun-screen-Sunblock-Cream-SPF-50-PA-Waterproof-30-Gr-Kulit-Tampak-Tak-Berminyak-i.36092728.18820254967?sp_atk=7fb401e8-4ae6-4286-8b1b-0374f4e9b2ca&xptdk=7fb401e8-4ae6-4286-8b1b-0374f4e9b2ca,30 ML,,,,,,,,,,,,
37,BIORE,Biore UV Fresh & Bright Tinted Cover Skin Care Sunscreen Sun Screen Sunblock Cream SPF 50+ PA+++,Sunscreen,normal,"Water, Alcohol Denat., Zinc Oxide (nano), Ethylexyl Methoxycinnamate, Ethylexyl Triazone, Sorbitan Sesquioleate, Neopentyl Glycol Diethylhexanoate, Butylene Glycol, Neopentyl Glycol Dicaprate, Niacinimide, Behenyl Alcohol, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Sodium Acrylate/Sodium Acyloyldimethyl Taurate Copolymer, Bis-Ethylexyloxyphenol Methoxyphenyl Triazine, Isohexadecane, Triethoxycaprylysilane, Polysorbate 60, Polysorbate 80, Xanthan Gum, Disodium EDTA, Tocopheryl Acetate, BHT, Tocopherol, Aluminum Hydroxide, Dimethicone, Sorbitan Oleate, CI 77491, CI 77492, CI77499, CI 77891"," Rp 21,900.00 ",50,Gel,30, Rp 730.00 ,https://shopee.co.id/Biore-UV-Fresh-Bright-Tinted-Cover-Skin-Care-Sunscreen-Sun-Screen-Sunblock-Cream-SPF-50-PA-30-Gr-Samarkan-Noda-Hitam-i.36092728.18020255398?sp_atk=62d47009-4d95-44af-a593-5a5c4c837b1a&xptdk=62d47009-4d95-44af-a593-5a5c4c837b1a,30 ML,,,,,,,,,,,,
38,LA ROCHE POSAY,La Roche Posay Anthelios UVMune 400 Gel-Cream SPF50+ PA++++ 50ml,Sunscreen,acne,"Aqua/​Water/​Eau, Diisopropyl Sebacate, Silica, Alcohol Denat, Ethylhexyl Salicylate, Ethylhexyl Triazone, Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine, Diisopropyl Adipate, PEG-8, Dipropylene Glycol, C12-22 Alkyl Acrylate/​Hydroxyethylacrylate Copolymer, Glycerin, Drometrizole Trisiloxane, Aluminum Starch Octenylsuccinate, Butyl Methoxydibenzoylmethane, Methoxypropylamino Cyclohexenylidene Ethoxyethylcyanoacetate, Tocopherol, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Acrylates Copolymer, Acrylates/​C10-30 Alkyl Acrylate Crosspolymer, Bixa Orellana Seed Extract, Caprylyl Glycol, Citric Acid, Hydroxyacetophenone, Maltodextrin, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Pentylene Glycol, Silica Silylate, Sodium Polyacrylate, Terephthalylidene Dicamphor Sulfonic Acid, Triethanolamine, Trisodium Ethylenediamine Disuccinate, Zinc Pca"," Rp 376,000.00 ",50,Gel,50," Rp 7,520.00 ",https://shopee.co.id/La-Roche-Posay-Anthelios-UVMune-400-Gel-Cream-SPF50-PA-50ml-Sunscreen-Kulit-Jerawat-Berminyak-i.433144176.9751393958?sp_atk=a1fbc9c5-6d74-4cc7-801b-bd8bca1dd746&xptdk=a1fbc9c5-6d74-4cc7-801b-bd8bca1dd746,50 ML,,,,,,,,,,,,
39,LA ROCHE POSAY,La Roche Posay Anthelios UVMune 400 Invisible Fluid SPF50+ PA++++,Sunscreen,acne,"Aqua/​Water/​Eau, Alcohol Denat, Triethyl Citrate, Diisopropyl Sebacate, Silica, Ethylhexyl Salicylate, Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine, Ethylhexyl Triazone, Butyl Methoxydibenzoylmethane, Glycerin, Propanediol, C12-22 Alkyl Acrylate/​Hydroxyethylacrylate Copolymer, Methoxypropylamino Cyclohexenylidene Ethoxyethylcyanoacetate, Perlite, Tocopherol, Caprylic/​Capric Triglyceride, Acrylates/​C10-30 Alkyl Acrylate Crosspolymer, Caprylyl Glycol, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Drometrizole Trisiloxane, Hydroxyethylcellulose, Terephthalylidene Dicamphor Sulfonic Acid, Triethanolamine, Trisodium Ethylenediamine Disuccinate, Parfum/​Fragrance"," Rp 224,500.00 ",50,Gel,15," Rp 14,966.67 ",https://shopee.co.id/La-Roche-Posay-Anthelios-UVMune-400-Invisible-Fluid-SPF50-PA-15ml-Sunscreen-Kulit-Normal-Sensitif-i.433144176.8451394301?sp_atk=b4b7ce8e-dc51-486c-8cd7-a9c3ebd4a383&xptdk=b4b7ce8e-dc51-486c-8cd7-a9c3ebd4a383,15 ML,,,,,,,,,,,,
40,HANASUI,Hanasui Collagen Water Sunscreen SPF 50,Sunscreen,normal,"Aqua, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Ethylhexyl Methoxycinnamate, Neopentyl Glycol Diheptanoate, Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine, Butyloctyl Salicylate, Tris-Biphenyl Triazine, Ethylhexyl Triazone, Polyester-7, Butylene Glycol, Dimethicone, Glycerin, Ethanol, Sodium Polyacrylate, Hydrogenated Polydecene, Phenoxyethanol, Decyl Glucoside, 1,2-Hexanediol, Trideceth-6, Lactobacillus/​Collagen Ferment Filtrate (Collagen Water), Tocopheryl Acetate, Biosaccharide Gum-4, Fragrance, Disodium Phosphate, Xanthan Gum, Sodium Hyaluronate, Artemisia Vulgaris Extract, Sodium Hydroxide",,,,,,,,,,,,,,,,,,,
41,,,,,,,,,,,,,,,,,,,,,,,,
42,,,,,,,,,,,,,,,,,,,,,,,,
43,,,,,,,,,,,,,,,,,,,,,,,,
44,,,,,,,,,,,,,,,,,,,,,,,,
45,,,,,,,,,,,,,,,,,,,,,,,,
46,,,,,,,,,,,,,,,,,,,,,,,,
47,,,,,,,,,,,,,,,,,,,,,,,,
48,,,,,,,,,,,,,,,,,,,,,,,,
49,,,,,,,,,,,,,,,,,,,,,,,,
50,,,,,,,,,,,,,,,,,,,,,,,,